PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL00962,CUST00827,Term Life,100039.07,20.0,20,Active,2024-01-12,,Child
POL00963,CUST02876,Critical Illness,107534.54,52.0,20,Active,2025-06-07,,Child
POL00964,CUST02039,Critical Illness,89300.71,20.0,30,Active,2022-02-21,,Spouse
POL00965,CUST01716,Term Life,83549.51,20.0,20,Lapsed,2022-03-24,2024-08-27,Other
POL00966,CUST02835,Annuity,126364.23,41.67,5,Active,2023-04-25,,Child
POL00967,CUST03906,Term Life,290371.48,102.79,20,Active,2022-04-22,,Other
POL00968,CUST03100,Term Life,88163.56,83.33,20,Active,2025-09-04,,Child
POL00969,CUST01317,Term Life,79005.65,21.74,10,Active,2024-02-10,,Child
POL00970,CUST01259,Term Life,49915.9,29.54,20,Active,2022-01-05,,Child
POL00971,CUST00471,Term Life,270544.26,43.04,5,Active,2024-01-27,,Child
POL00972,CUST02631,Term Life,143698.05,20.0,10,Active,2022-01-11,,Parent
POL00973,CUST00256,Term Life,137214.23,20.0,20,Active,2022-12-22,,Child
POL00974,CUST04510,Term Life,351112.16,32.98,20,Active,2025-10-13,,Spouse
POL00975,CUST01940,Term Life,194960.4,20.0,10,Active,2023-08-10,,Child
POL00976,CUST03209,Term Life,111028.25,38.71,30,Active,2023-01-26,,Parent
POL00977,CUST02310,Whole Life,146100.89,20.0,10,Active,2023-01-25,,Spouse
POL00978,CUST00225,Whole Life,73965.4,25.96,20,Active,2022-01-10,,Spouse
POL00979,CUST01289,Whole Life,154870.33,20.0,20,Active,2023-10-01,,Spouse
POL00980,CUST02277,Term Life,200000.0,20.0,30,Active,2025-01-11,,Child
POL00981,CUST03385,Term Life,152391.45,30.46,20,Active,2025-03-23,,Child
POL00982,CUST00817,Term Life,177826.95,41.67,10,Active,2023-07-05,,Child
POL00983,CUST03705,Term Life,135509.87,20.0,10,Lapsed,2025-11-02,2023-06-02,Spouse
POL00984,CUST01062,Term Life,171691.35,20.0,10,Active,2024-01-02,,Spouse
POL00985,CUST03834,Term Life,128958.26,25.41,20,Lapsed,2023-02-12,2024-08-19,Spouse
POL00986,CUST00356,Endowment,105267.08,34.85,30,Active,2023-02-25,,Spouse
POL00987,CUST00098,Term Life,200000.0,20.0,20,Lapsed,2025-07-14,2022-06-07,Spouse
POL00988,CUST04744,Term Life,76712.89,57.52,10,Active,2024-01-25,,Child
POL00989,CUST00275,Unit-linked,74549.77,20.0,30,Active,2023-07-14,,Spouse
POL00990,CUST01151,Whole Life,119858.26,24.51,10,Active,2024-10-27,,Other
POL00991,CUST02308,Annuity,206973.23,20.0,30,Active,2022-03-05,,Spouse
POL00992,CUST02126,Term Life,130949.89,29.58,30,Active,2024-03-18,,Other
POL00993,CUST03218,Term Life,104117.56,20.0,30,Active,2022-01-08,,Child
POL00994,CUST01922,Term Life,80186.19,37.9,20,Active,2024-05-02,,Trust/Charity
POL00995,CUST00603,Term Life,43160.71,37.48,20,Active,2022-02-23,,Child
POL00996,CUST03118,Whole Life,109366.61,69.15,20,Active,2024-02-26,,Spouse
POL00997,CUST02036,Endowment,210555.88,22.08,10,Active,2022-07-13,,Spouse
POL00998,CUST02160,Term Life,129932.94,32.72,20,Active,2022-02-27,,Spouse
POL00999,CUST04752,Term Life,117191.58,20.0,20,Active,2023-10-24,,Spouse
POL01000,CUST03099,Term Life,71382.57,20.0,19,Active,2023-11-10,,Child
POL01001,CUST04523,Whole Life,99040.46,20.0,10,Active,2024-04-03,,Child
POL01002,CUST00643,Term Life,200000.0,20.99,5,Active,2022-04-17,,Trust/Charity
POL01003,CUST04606,Term Life,92148.4,80.78,30,Active,2022-05-11,,Spouse
POL01004,CUST01896,Term Life,191441.16,155.48,10,Active,2022-01-15,,Spouse
POL01005,CUST02537,Annuity,70819.27,30.17,10,Lapsed,2024-01-14,2024-06-26,Spouse
POL01006,CUST03165,Term Life,95947.79,20.0,10,Active,2025-05-17,,Spouse
POL01007,CUST00178,Term Life,121807.2,37.92,30,Active,2024-01-26,,Spouse
POL01008,CUST03192,Term Life,246086.23,20.0,30,Active,2023-08-25,,Spouse
POL01009,CUST02687,Term Life,72833.0,41.67,20,Lapsed,2024-08-26,2024-06-08,Spouse
POL01010,CUST01759,Whole Life,72470.33,33.94,20,Active,2024-08-09,,Spouse
POL01011,CUST04756,Term Life,124063.46,20.0,5,Active,2025-09-01,,Trust/Charity
POL01012,CUST01881,Whole Life,200000.0,20.0,10,Active,2022-01-23,,Child
POL01013,CUST02366,Whole Life,52077.39,41.27,10,Lapsed,2025-01-10,2025-06-08,Spouse
POL01014,CUST01374,Term Life,284710.22,20.0,30,Active,2024-08-08,,Spouse
POL01015,CUST04559,Term Life,106041.05,31.48,20,Active,2025-01-13,,Parent
POL01016,CUST00296,Term Life,344227.56,83.33,20,Active,2025-01-21,,Child
POL01017,CUST03334,Term Life,149891.29,41.67,10,Active,2024-03-08,,Child
POL01018,CUST03182,Whole Life,127487.51,40.61,5,Active,2022-01-09,,Trust/Charity
POL01019,CUST04268,Whole Life,78883.73,25.43,30,Active,2024-10-18,,Other
POL01020,CUST04783,Term Life,114854.04,28.63,20,Active,2024-10-17,,Child
POL01021,CUST00568,Whole Life,81630.27,20.0,5,Active,2023-11-13,,Child
POL01022,CUST00207,Term Life,152286.9,52.52,20,Active,2025-08-01,,Spouse
POL01023,CUST03641,Critical Illness,147087.53,46.15,20,Active,2025-04-11,,Spouse
POL01024,CUST02539,Unit-linked,90145.79,20.0,10,Active,2022-04-15,,Spouse
POL01025,CUST00906,Annuity,361393.5,78.39,30,Active,2025-02-04,,Spouse
POL01026,CUST03466,Term Life,150346.72,195.38,20,Lapsed,2024-01-20,2022-07-10,Spouse
POL01027,CUST02406,Term Life,72816.3,20.0,10,Active,2024-01-11,,Spouse
POL01028,CUST03464,Term Life,143398.9,41.67,27,Active,2023-04-08,,Trust/Charity
POL01029,CUST04251,Term Life,186002.22,31.61,20,Active,2025-10-23,,Spouse
POL01030,CUST03064,Whole Life,92637.71,20.0,10,Active,2022-04-16,,Spouse
POL01031,CUST00217,Term Life,107276.51,53.1,5,Active,2023-12-12,,Spouse
POL01032,CUST00010,Whole Life,122535.72,20.0,20,Active,2024-01-20,,Spouse
POL01033,CUST04797,Term Life,46055.78,20.01,30,Active,2025-07-12,,Spouse
POL01034,CUST03161,Term Life,174850.54,41.67,10,Active,2025-12-21,,Trust/Charity
POL01035,CUST01928,Whole Life,109119.43,20.0,10,Active,2025-01-07,,Spouse
POL01036,CUST02485,Term Life,278072.52,40.89,20,Active,2023-12-09,,Spouse
POL01037,CUST01247,Term Life,287076.92,55.39,10,Active,2024-04-28,,Child
POL01038,CUST02699,Term Life,82560.25,47.49,10,Active,2023-04-28,,Spouse
POL01039,CUST03178,Unit-linked,177912.05,34.92,10,Active,2022-11-09,,Child
POL01040,CUST01977,Term Life,280053.66,43.74,30,Active,2022-04-25,,Child
POL01041,CUST04988,Whole Life,122708.49,41.67,30,Active,2025-01-01,,Other
POL01042,CUST04581,Term Life,84210.77,89.79,10,Active,2023-08-27,,Child
POL01043,CUST04976,Term Life,252375.6,30.43,5,Active,2022-01-13,,Spouse
POL01044,CUST00200,Whole Life,79314.56,20.0,20,Active,2023-10-12,,Spouse
POL01045,CUST03220,Term Life,119730.3,39.5,20,Active,2025-04-01,,Trust/Charity
POL01046,CUST02424,Unit-linked,134975.48,20.0,18,Active,2024-11-12,,Child
POL01047,CUST01890,Endowment,61345.42,29.41,20,Active,2024-04-22,,Child
POL01048,CUST00811,Whole Life,242019.47,20.0,20,Active,2025-07-24,,Spouse
POL01049,CUST01236,Term Life,53795.88,41.67,30,Lapsed,2022-03-11,2023-07-02,Spouse
POL01050,CUST00058,Whole Life,114725.68,20.0,20,Active,2022-01-26,,Spouse
POL01051,CUST00910,Whole Life,200000.0,39.96,10,Active,2022-12-03,,Other
POL01052,CUST03474,Annuity,115894.87,26.89,10,Active,2022-01-28,,Spouse
POL01053,CUST02112,Endowment,30684.19,30.92,30,Active,2022-12-05,,Spouse
POL01054,CUST01892,Term Life,76715.08,20.0,20,Active,2023-01-21,,Spouse
POL01055,CUST02481,Term Life,261056.25,53.46,20,Active,2022-07-25,,Spouse
POL01056,CUST04593,Term Life,57641.61,38.01,5,Active,2023-08-07,,Child
POL01057,CUST01786,Term Life,82737.72,41.67,30,Active,2024-01-22,,Parent
POL01058,CUST01022,Term Life,735587.16,43.92,20,Active,2023-08-21,,Child
POL01059,CUST02972,Term Life,58078.26,20.0,30,Active,2025-12-03,,Spouse
POL01060,CUST01035,Term Life,152615.02,28.58,20,Lapsed,2023-09-05,2023-06-17,Parent
POL01061,CUST03257,Unit-linked,150376.19,41.67,10,Lapsed,2025-02-13,2023-06-05,Spouse
POL01062,CUST01553,Whole Life,226749.23,20.0,20,Active,2025-02-20,,Child
POL01063,CUST04151,Term Life,184961.5,20.0,20,Active,2022-01-14,,Trust/Charity
POL01064,CUST03559,Unit-linked,388211.56,20.0,10,Active,2023-04-08,,Spouse
POL01065,CUST00554,Whole Life,111509.87,83.33,10,Active,2023-12-22,,Parent
POL01066,CUST02812,Term Life,170363.77,41.67,20,Active,2023-01-21,,Spouse
POL01067,CUST03720,Term Life,68745.35,135.42,20,Active,2025-03-20,,Child
POL01068,CUST04777,Whole Life,224438.26,23.43,20,Active,2024-10-28,,Spouse
POL01069,CUST01527,Unit-linked,60760.41,31.96,5,Active,2025-10-25,,Child
POL01070,CUST02468,Unit-linked,185478.38,70.96,10,Active,2023-05-26,,Spouse
POL01071,CUST03516,Term Life,213720.65,20.0,20,Active,2025-12-17,,Spouse
POL01072,CUST00951,Term Life,91781.86,60.0,30,Lapsed,2023-01-08,2024-06-20,Spouse
POL01073,CUST04257,Term Life,158892.59,26.92,20,Active,2025-01-16,,Parent
POL01074,CUST02735,Term Life,307099.31,31.13,20,Active,2022-06-25,,Parent
POL01075,CUST03183,Term Life,309549.88,64.18,30,Active,2025-03-17,,Spouse
POL01076,CUST04995,Whole Life,40391.98,20.0,10,Active,2024-01-19,,Spouse
POL01077,CUST01244,Unit-linked,89848.13,83.33,22,Active,2024-01-13,,Spouse
POL01078,CUST00952,Whole Life,302682.02,20.16,8,Active,2025-12-13,,Parent
POL01079,CUST01558,Term Life,124456.04,34.82,20,Active,2022-05-18,,Child
POL01080,CUST01435,Whole Life,181166.85,39.16,26,Active,2025-06-15,,Spouse
POL01081,CUST03730,Unit-linked,159076.08,20.0,6,Active,2023-10-20,,Spouse
POL01082,CUST04742,Unit-linked,134711.46,41.67,10,Active,2022-06-19,,Spouse
POL01083,CUST01196,Annuity,165186.32,20.0,5,Active,2024-08-22,,Spouse
POL01084,CUST00527,Endowment,650000.0,37.62,5,Lapsed,2025-04-15,2025-06-12,Trust/Charity
POL01085,CUST03219,Term Life,33482.99,59.87,20,Active,2025-08-04,,Child
POL01086,CUST04551,Whole Life,133136.27,20.0,30,Lapsed,2023-03-07,2022-08-02,Spouse
POL01087,CUST02961,Term Life,71828.8,20.73,6,Active,2022-04-24,,Spouse
POL01088,CUST04735,Term Life,147502.07,20.33,30,Active,2024-11-21,,Trust/Charity
POL01089,CUST04188,Unit-linked,151603.14,20.0,10,Active,2022-03-02,,Parent
POL01090,CUST04273,Endowment,203642.25,49.42,10,Active,2023-02-21,,Child
POL01091,CUST02892,Term Life,82497.09,42.39,20,Active,2024-05-05,,Trust/Charity
POL01092,CUST03866,Term Life,47539.29,22.22,30,Active,2022-01-20,,Child
POL01093,CUST00184,Term Life,78824.03,41.67,20,Active,2025-03-09,,Parent
POL01094,CUST00568,Endowment,92556.95,20.0,10,Active,2023-12-16,,Child
POL01095,CUST03521,Unit-linked,156976.8,20.0,20,Lapsed,2025-04-11,2024-07-11,Child
POL01096,CUST00748,Whole Life,130510.43,34.16,5,Active,2022-01-12,,Child
POL01097,CUST00265,Term Life,45356.16,48.0,30,Active,2024-10-23,,Spouse
POL01098,CUST02096,Term Life,59871.34,53.0,20,Active,2025-03-06,,Child
POL01099,CUST00390,Term Life,92044.28,51.99,30,Active,2025-01-01,,Parent
POL01100,CUST01102,Term Life,94549.9,20.0,10,Active,2024-01-02,,Child
POL01101,CUST04333,Term Life,94505.84,26.4,10,Active,2023-01-22,,Parent
POL01102,CUST01166,Whole Life,175536.48,26.16,30,Active,2024-11-07,,Parent
POL01103,CUST02710,Unit-linked,135569.16,176.62,20,Active,2022-10-14,,Spouse
POL01104,CUST01159,Whole Life,152125.75,62.83,30,Active,2022-09-28,,Spouse
POL01105,CUST03404,Whole Life,200000.0,41.67,20,Active,2022-04-14,,Spouse
POL01106,CUST03492,Term Life,30210.13,20.0,20,Active,2025-09-24,,Parent
POL01107,CUST00075,Whole Life,117427.18,58.67,20,Active,2022-01-09,,Other
POL01108,CUST02070,Annuity,164650.13,41.91,20,Active,2022-01-13,,Spouse
POL01109,CUST03202,Whole Life,98129.42,20.0,20,Active,2022-08-01,,Other
POL01110,CUST02354,Term Life,43440.6,68.72,20,Lapsed,2024-12-18,2024-08-21,Child
POL01111,CUST00778,Critical Illness,118935.23,27.41,30,Active,2023-05-19,,Spouse
POL01112,CUST01392,Term Life,493110.73,34.24,5,Active,2023-10-10,,Spouse
POL01113,CUST02603,Unit-linked,96503.45,33.66,10,Active,2025-11-20,,Child
POL01114,CUST00808,Term Life,181644.33,64.73,20,Active,2022-04-11,,Other
POL01115,CUST02714,Term Life,205119.56,20.0,20,Active,2023-12-23,,Spouse
POL01116,CUST04527,Term Life,51826.56,20.0,15,Active,2023-06-15,,Child
POL01117,CUST01925,Term Life,49225.09,20.0,10,Active,2022-05-23,,Spouse
POL01118,CUST02507,Term Life,181369.48,20.0,30,Active,2023-07-11,,Spouse
POL01119,CUST01625,Critical Illness,158525.85,41.67,20,Active,2022-01-03,,Spouse
POL01120,CUST02700,Whole Life,147992.58,41.67,20,Active,2024-06-17,,Spouse
POL01121,CUST01487,Term Life,338192.23,20.0,30,Lapsed,2023-12-13,2022-07-09,Parent
POL01122,CUST04354,Endowment,187586.12,26.27,10,Active,2022-04-09,,Spouse
POL01123,CUST02938,Whole Life,69414.13,41.67,20,Active,2022-09-23,,Child
POL01124,CUST04452,Term Life,66610.95,49.41,20,Active,2023-05-06,,Spouse
POL01125,CUST01803,Term Life,50483.49,20.0,20,Active,2024-12-23,,Child
POL01126,CUST02985,Annuity,182359.62,58.06,20,Active,2022-03-11,,Spouse
POL01127,CUST02888,Term Life,241465.46,25.02,12,Active,2024-08-15,,Child
POL01128,CUST00723,Term Life,117318.31,30.67,20,Active,2023-01-26,,Spouse
POL01129,CUST04853,Whole Life,308781.14,38.62,24,Active,2022-04-23,,Parent
POL01130,CUST03372,Term Life,187084.71,28.98,5,Active,2024-08-11,,Spouse
POL01131,CUST00852,Term Life,175566.93,83.33,20,Active,2025-01-01,,Spouse
POL01132,CUST02921,Annuity,245575.38,20.0,20,Active,2025-10-02,,Child
POL01133,CUST02855,Whole Life,44688.64,48.98,5,Active,2023-03-04,,Other
POL01134,CUST01650,Whole Life,108533.01,123.33,30,Lapsed,2025-09-02,2023-07-15,Child
POL01135,CUST03544,Term Life,109279.94,52.68,10,Active,2023-02-22,,Spouse
POL01136,CUST04228,Whole Life,200000.0,41.67,30,Active,2023-12-01,,Spouse
POL01137,CUST04061,Whole Life,151197.54,34.35,10,Active,2022-02-24,,Trust/Charity
POL01138,CUST04687,Term Life,197047.65,41.67,30,Active,2025-11-19,,Spouse
POL01139,CUST04869,Term Life,145861.31,20.32,20,Active,2022-01-21,,Other
POL01140,CUST02689,Term Life,111431.32,31.88,10,Active,2023-01-07,,Child
POL01141,CUST03979,Annuity,200000.0,41.67,10,Active,2024-09-27,,Parent
POL01142,CUST04594,Term Life,115632.82,21.51,10,Active,2025-09-17,,Child
POL01143,CUST02115,Whole Life,477283.1,30.44,20,Active,2025-10-13,,Spouse
POL01144,CUST00419,Annuity,400000.0,20.0,10,Lapsed,2022-10-21,2023-07-19,Child
POL01145,CUST02331,Term Life,102721.04,25.87,27,Active,2024-10-26,,Spouse
POL01146,CUST03789,Term Life,227443.24,62.09,10,Active,2024-11-28,,Other
POL01147,CUST02270,Whole Life,78459.58,20.0,20,Active,2022-01-15,,Spouse
POL01148,CUST01395,Term Life,183572.04,141.61,20,Active,2025-03-21,,Child
POL01149,CUST02812,Term Life,200000.0,20.0,30,Active,2024-04-25,,Child
POL01150,CUST02905,Term Life,92629.09,20.0,10,Active,2025-02-01,,Child
POL01151,CUST02122,Term Life,95407.37,20.0,20,Active,2023-01-20,,Other
POL01152,CUST04650,Endowment,156209.14,20.0,5,Active,2025-08-12,,Spouse
POL01153,CUST02574,Unit-linked,65943.46,29.92,20,Active,2025-04-11,,Spouse
POL01154,CUST04523,Term Life,35988.71,29.27,22,Active,2025-01-17,,Child
POL01155,CUST02511,Unit-linked,200000.0,41.67,20,Active,2023-08-02,,Spouse
POL01156,CUST00801,Whole Life,80426.54,26.52,12,Active,2025-08-13,,Child
POL01157,CUST01583,Annuity,207696.57,20.0,30,Active,2022-01-16,,Spouse
POL01158,CUST01785,Term Life,184241.68,26.93,10,Active,2023-03-07,,Spouse
POL01159,CUST02634,Term Life,200000.0,30.39,10,Active,2023-04-14,,Spouse
POL01160,CUST04948,Critical Illness,58840.4,34.1,20,Active,2024-09-22,,Parent
POL01161,CUST01534,Unit-linked,150740.67,41.67,30,Active,2023-01-27,,Child
POL01162,CUST03216,Whole Life,102595.4,41.67,5,Active,2025-03-08,,Spouse
POL01163,CUST02711,Whole Life,105327.29,26.05,10,Active,2025-05-05,,Spouse
POL01164,CUST01543,Whole Life,94893.66,25.68,20,Active,2023-01-08,,Parent
POL01165,CUST03991,Term Life,191627.33,29.64,10,Active,2025-01-26,,Spouse
POL01166,CUST04793,Term Life,145919.23,36.87,20,Active,2024-01-11,,Parent
POL01167,CUST03698,Term Life,200000.0,20.0,30,Lapsed,2023-01-02,2022-07-09,Child
POL01168,CUST00603,Unit-linked,393555.55,28.46,30,Active,2024-01-09,,Spouse
POL01169,CUST02952,Annuity,400000.0,42.11,17,Active,2025-08-04,,Spouse
POL01170,CUST04617,Term Life,105707.42,33.63,20,Active,2022-01-21,,Spouse
POL01171,CUST00116,Annuity,126613.49,20.0,23,Active,2022-06-15,,Other
POL01172,CUST01260,Whole Life,50982.57,52.29,20,Active,2023-01-18,,Spouse
POL01173,CUST00216,Endowment,269025.02,20.0,20,Active,2024-05-14,,Child
POL01174,CUST02889,Whole Life,93748.22,50.84,12,Active,2022-01-09,,Spouse
POL01175,CUST02786,Term Life,63685.64,44.26,5,Active,2023-01-14,,Other
POL01176,CUST02726,Term Life,127135.78,20.0,20,Active,2025-08-16,,Child
POL01177,CUST04962,Term Life,63864.88,41.67,20,Active,2023-05-08,,Parent
POL01178,CUST03998,Term Life,88399.27,20.0,20,Active,2022-04-09,,Child
POL01179,CUST03367,Unit-linked,98255.48,20.0,10,Active,2023-01-23,,Child
POL01180,CUST02000,Term Life,125273.16,20.69,0,Active,2023-07-14,,Other
POL01181,CUST01505,Annuity,95189.51,30.82,10,Active,2023-03-02,,Child
POL01182,CUST03068,Term Life,111438.76,30.14,20,Active,2022-11-13,,Spouse
POL01183,CUST04960,Term Life,46126.89,20.0,20,Active,2025-01-01,,Child
POL01184,CUST00549,Term Life,469350.67,20.0,30,Lapsed,2022-11-06,2023-08-28,Child
POL01185,CUST01710,Term Life,30477.83,44.24,20,Active,2022-10-15,,Spouse
POL01186,CUST03896,Term Life,175149.74,20.96,20,Active,2025-02-06,,Spouse
POL01187,CUST04515,Unit-linked,52848.54,65.55,5,Active,2023-11-25,,Child
POL01188,CUST00594,Term Life,76064.41,55.0,20,Active,2025-03-26,,Other
POL01189,CUST01201,Term Life,91144.53,64.1,20,Lapsed,2024-01-08,2022-06-06,Parent
POL01190,CUST03423,Term Life,116365.24,32.37,20,Active,2022-01-18,,Spouse
POL01191,CUST01190,Endowment,220427.15,20.0,20,Active,2025-11-15,,Child
POL01192,CUST01489,Term Life,196456.04,24.77,5,Active,2024-01-10,,Spouse
POL01193,CUST02655,Whole Life,99154.87,71.65,20,Active,2025-09-26,,Child
POL01194,CUST04485,Term Life,269292.74,45.53,30,Active,2025-01-07,,Spouse
POL01195,CUST04247,Whole Life,122769.73,32.57,20,Active,2022-12-03,,Spouse
POL01196,CUST01371,Term Life,83695.59,20.0,20,Active,2022-10-10,,Spouse
POL01197,CUST03433,Whole Life,199137.86,20.0,30,Active,2024-10-05,,Spouse
POL01198,CUST02217,Term Life,221378.59,129.36,20,Active,2025-01-27,,Child
POL01199,CUST00159,Term Life,186226.29,20.0,5,Active,2025-05-05,,Child
POL01200,CUST02105,Whole Life,102067.96,40.79,30,Active,2023-06-12,,Child
POL01201,CUST03711,Term Life,174506.11,20.0,1,Active,2024-12-16,,Child
POL01202,CUST02137,Whole Life,63101.84,20.0,10,Active,2022-01-26,,Child
POL01203,CUST04964,Term Life,99249.32,20.0,24,Active,2025-06-15,,Child
POL01204,CUST03555,Term Life,200000.0,41.67,20,Active,2025-01-05,,Child
POL01205,CUST01270,Endowment,182014.2,20.0,20,Active,2023-01-17,,Other
POL01206,CUST01201,Term Life,147661.06,23.47,20,Active,2022-11-23,,Spouse
POL01207,CUST03093,Whole Life,126323.29,22.41,5,Active,2022-08-01,,Child
POL01208,CUST04036,Unit-linked,207475.67,20.0,5,Active,2025-01-02,,Spouse
POL01209,CUST03258,Term Life,197526.13,20.0,10,Active,2023-01-03,,Other
POL01210,CUST03288,Whole Life,162240.93,37.01,30,Lapsed,2024-08-21,2025-08-17,Child
POL01211,CUST01563,Term Life,280930.38,20.0,20,Active,2024-03-05,,Other
POL01212,CUST02957,Term Life,68394.98,20.0,30,Active,2024-01-22,,Spouse
POL01213,CUST00681,Term Life,85059.41,30.3,20,Active,2022-01-19,,Child
POL01214,CUST04557,Term Life,188977.57,33.41,30,Active,2022-09-17,,Child
POL01215,CUST00970,Term Life,107412.58,20.0,5,Active,2025-12-16,,Spouse
POL01216,CUST00841,Term Life,169666.13,102.14,20,Active,2025-01-15,,Spouse
POL01217,CUST00449,Unit-linked,200117.49,39.87,10,Active,2022-05-10,,Child
POL01218,CUST03478,Term Life,62166.9,26.8,5,Active,2024-10-24,,Spouse
POL01219,CUST03107,Annuity,82770.76,41.35,20,Active,2024-03-14,,Spouse
POL01220,CUST00439,Term Life,39641.95,20.0,20,Active,2022-02-02,,Parent
POL01221,CUST04674,Term Life,400000.0,20.0,10,Active,2025-01-02,,Spouse
POL01222,CUST04066,Whole Life,66786.18,42.36,30,Active,2022-06-24,,Child
POL01223,CUST03049,Term Life,87079.74,41.9,19,Active,2024-01-22,,Spouse
POL01224,CUST01881,Term Life,76336.41,24.51,20,Active,2023-10-02,,Child
POL01225,CUST01410,Term Life,298111.01,32.59,30,Active,2024-08-20,,Child
POL01226,CUST03877,Term Life,75230.02,59.11,10,Active,2024-08-21,,Child
POL01227,CUST04908,Whole Life,175956.03,41.67,20,Active,2025-10-24,,Spouse
POL01228,CUST01368,Unit-linked,186389.37,102.06,10,Active,2024-07-22,,Spouse
POL01229,CUST00460,Term Life,75187.61,20.0,20,Active,2024-07-04,,Spouse
POL01230,CUST01730,Unit-linked,128334.54,20.0,20,Active,2024-01-03,,Child
POL01231,CUST01537,Term Life,272675.21,31.18,30,Active,2023-01-28,,Child
POL01232,CUST03471,Endowment,140987.38,49.29,30,Active,2025-07-13,,Child
POL01233,CUST03086,Term Life,159245.25,70.54,20,Active,2024-01-11,,Child
POL01234,CUST00724,Unit-linked,79821.0,41.67,20,Active,2024-08-20,,Trust/Charity
POL01235,CUST02975,Whole Life,64718.7,83.82,10,Active,2025-10-17,,Child
POL01236,CUST04818,Term Life,194869.39,55.07,10,Active,2022-09-07,,Child
POL01237,CUST04123,Term Life,79878.91,20.0,30,Active,2022-05-22,,Spouse
POL01238,CUST02092,Term Life,65673.13,21.57,20,Active,2025-01-07,,Spouse
POL01239,CUST03062,Annuity,179275.66,20.0,10,Active,2023-06-15,,Trust/Charity
POL01240,CUST00954,Term Life,183878.07,51.96,20,Active,2022-01-23,,Parent
POL01241,CUST00580,Term Life,66538.3,61.41,30,Active,2025-05-22,,Trust/Charity
POL01242,CUST04191,Critical Illness,111843.07,20.0,20,Active,2024-11-20,,Spouse
POL01243,CUST01359,Term Life,200000.0,41.67,20,Active,2024-01-27,,Child
POL01244,CUST00964,Annuity,88825.27,36.47,20,Active,2022-04-27,,Trust/Charity
POL01245,CUST01626,Term Life,77835.21,38.46,10,Lapsed,2022-12-25,2023-06-22,Other
POL01246,CUST03429,Term Life,77808.22,20.0,30,Active,2025-06-22,,Spouse
POL01247,CUST00070,Unit-linked,233823.95,24.6,30,Active,2024-06-18,,Spouse
POL01248,CUST04705,Term Life,171594.47,22.08,10,Active,2022-08-23,,Spouse
POL01249,CUST00526,Term Life,91943.3,28.59,30,Active,2025-05-22,,Other
POL01250,CUST04422,Term Life,200000.0,41.67,20,Active,2025-05-01,,Child
POL01251,CUST04783,Term Life,314541.66,63.31,10,Active,2025-01-04,,Spouse
POL01252,CUST04486,Term Life,38195.75,55.1,20,Active,2025-11-26,,Spouse
POL01253,CUST00660,Unit-linked,143768.29,20.0,20,Active,2025-02-06,,Spouse
POL01254,CUST04385,Term Life,90627.13,41.67,30,Active,2024-01-12,,Other
POL01255,CUST01482,Whole Life,185916.13,84.66,20,Active,2025-07-19,,Trust/Charity
POL01256,CUST04298,Term Life,100024.81,20.0,20,Active,2024-08-10,,Spouse
POL01257,CUST04200,Critical Illness,200000.0,27.2,10,Active,2024-08-03,,Spouse
POL01258,CUST00034,Term Life,127925.82,20.0,30,Active,2023-01-24,,Spouse
POL01259,CUST01745,Whole Life,94193.06,31.05,20,Active,2024-01-20,,Spouse
POL01260,CUST02726,Unit-linked,89827.6,41.67,20,Active,2023-02-09,,Spouse
POL01261,CUST02041,Whole Life,172475.08,44.79,10,Active,2022-01-05,,Spouse
POL01262,CUST04325,Term Life,277606.34,21.55,13,Active,2025-05-20,,Spouse
POL01263,CUST02862,Unit-linked,79918.94,20.0,10,Active,2024-02-14,,Child
POL01264,CUST03293,Unit-linked,70679.55,34.99,10,Active,2023-01-23,,Child
POL01265,CUST00508,Whole Life,84224.51,36.5,30,Active,2022-08-22,,Other
POL01266,CUST02067,Term Life,174829.35,39.15,20,Active,2023-06-04,,Child
POL01267,CUST01075,Whole Life,184029.41,20.0,30,Active,2024-08-08,,Spouse
POL01268,CUST01746,Unit-linked,64689.09,83.33,20,Active,2023-11-26,,Spouse
POL01269,CUST04030,Unit-linked,233563.65,32.17,19,Active,2025-01-21,,Child
POL01270,CUST03740,Annuity,174435.91,20.73,10,Active,2025-06-07,,Parent
POL01271,CUST00861,Whole Life,174352.03,83.33,10,Active,2022-01-07,,Spouse
POL01272,CUST00117,Whole Life,187762.65,50.93,5,Active,2025-03-18,,Spouse
POL01273,CUST00389,Term Life,78511.54,25.47,20,Active,2022-07-11,,Child
POL01274,CUST02447,Term Life,200000.0,25.07,20,Active,2024-09-17,,Child
POL01275,CUST01897,Unit-linked,237425.92,97.36,30,Active,2024-06-03,,Other
POL01276,CUST00235,Term Life,171854.67,24.41,10,Active,2023-01-11,,Other
POL01277,CUST01403,Term Life,146688.49,56.23,30,Active,2025-09-14,,Spouse
POL01278,CUST02589,Annuity,85006.76,20.0,5,Active,2024-10-13,,Other
POL01279,CUST04962,Term Life,200000.0,41.67,30,Active,2023-05-18,,Child
POL01280,CUST01280,Whole Life,242410.94,59.44,10,Active,2024-09-15,,Spouse
POL01281,CUST02689,Term Life,130304.76,20.0,20,Active,2023-01-03,,Trust/Charity
